locid	date time	lat	lon	truevalue	yxyang@mit.edu	garthee@mit.edu	saclarke@mit.edu
435	9/29/12 20:00	42.366631	-71.016518	8	-8	-8	-7
436	9/29/12 20:00	42.351818	-71.055138	114	34	35	36
437	9/29/12 20:00	42.360039	-71.056213	118	17	-32	-20
438	9/29/12 20:00	42.358086	-71.127762	0	0	0	0
439	9/29/12 20:00	42.350483	-71.06559	143	32	26	42
440	9/29/12 20:00	42.346043	-71.040916	37	24	18	15
441	9/29/12 20:00	42.351776	-71.040306	16	-12	2	-2
442	9/29/12 20:00	42.359219	-71.04924	10	-13	-13	-13
443	9/29/12 20:00	42.355457	-71.060493	49	-5	-1	-10
444	9/29/12 20:00	42.347263	-71.073502	31	-2	-22	-19
445	9/29/12 20:00	42.357574	-71.056396	54	0	-2	0
446	9/29/12 20:00	42.345394	-71.051659	7	4	2	4
447	9/29/12 20:00	42.329704	-71.083717	0	0	0	0
448	9/29/12 20:00	42.347534	-71.075111	64	-7	-23	-42
449	9/29/12 20:00	42.35154	-71.065109	171	28	-29	33
450	9/29/12 20:00	42.3592	-71.059608	59	13	3	-3
451	9/29/12 20:00	42.354008	-71.062569	107	23	14	8
452	9/29/12 20:00	42.348522	-71.036064	103	14	-4	41
453	9/29/12 20:00	42.350712	-71.064713	145	35	21	39
454	9/29/12 20:00	42.351658	-71.049767	48	12	1	6
455	9/29/12 20:00	42.349987	-71.066193	123	29	22	43
456	9/29/12 20:00	42.359726	-71.053635	82	3	-58	-55
457	9/29/12 20:00	42.346439	-71.097244	56	-28	-9	-6
458	9/29/12 20:00	42.346577	-71.04493	24	-2	3	0
459	9/29/12 20:00	42.315872	-71.065567	0	0	0	0
460	9/29/12 20:00	42.347626	-71.084206	167	12	-53	-33
461	9/29/12 20:00	42.365353	-71.055511	66	2	-19	-8
462	9/29/12 20:00	42.342808	-71.08567	38	5	-1	-3
463	9/29/12 20:00	42.353764	-71.04525	24	6	12	6
464	9/29/12 20:00	42.352856	-71.042946	138	67	80	57
465	10/16/12 10:00	42.343365	-71.057114	3	0	0	0
466	10/16/12 10:00	42.344254	-71.02861	9	-5	-8	6
467	10/16/12 10:00	42.350315	-71.064461	45	3	6	4
468	10/16/12 10:00	42.300732	-71.114105	19	4	5	-3
469	10/16/12 10:00	42.366261	-71.062103	34	0	2	4
470	10/16/12 10:00	42.366631	-71.016518	29	4	-3	-3
471	10/16/12 10:00	42.351818	-71.055138	117	5	8	12
472	10/16/12 10:00	42.360039	-71.056213	60	18	14	-1
473	10/16/12 10:00	42.358086	-71.127762	0	0	0	0
474	10/16/12 10:00	42.350483	-71.06559	35	-4	-2	-6
475	10/16/12 10:00	42.346043	-71.040916	7	3	3	3
476	10/16/12 10:00	42.351776	-71.040306	1	-1	0	-1
477	10/16/12 10:00	42.359219	-71.04924	13	-4	0	-1
478	10/16/12 10:00	42.355457	-71.060493	34	10	11	-2
479	10/16/12 10:00	42.347263	-71.073502	6	-1	-4	-4
480	10/16/12 10:00	42.357574	-71.056396	78	2	7	5
481	10/16/12 10:00	42.345394	-71.051659	2	0	-1	0
482	10/16/12 10:00	42.329704	-71.083717	0	0	0	0
483	10/16/12 10:00	42.347534	-71.075111	56	2	-2	0
484	10/16/12 10:00	42.35154	-71.065109	35	-1	1	-7
485	10/16/12 10:00	42.3592	-71.059608	49	-3	1	-7
486	10/16/12 10:00	42.354008	-71.062569	39	2	3	-5
487	10/16/12 10:00	42.348522	-71.036064	0	0	0	-1
488	10/16/12 10:00	42.350712	-71.064713	40	0	0	-5
489	10/16/12 10:00	42.351658	-71.049767	10	-2	-3	-4
490	10/16/12 10:00	42.349987	-71.066193	29	-6	-1	-4
491	10/16/12 10:00	42.359726	-71.053635	18	-10	-8	-18
492	10/16/12 10:00	42.346439	-71.097244	14	-2	1	-2
493	10/16/12 10:00	42.346577	-71.04493	33	-10	3	9
494	10/16/12 10:00	42.315872	-71.065567	0	0	0	0
495	10/16/12 10:00	42.347626	-71.084206	66	-3	3	-16
496	10/16/12 10:00	42.365353	-71.055511	0	-2	-1	-3
497	10/16/12 10:00	42.342808	-71.08567	12	1	1	0
498	10/16/12 10:00	42.353764	-71.04525	3	1	1	1
499	10/16/12 10:00	42.352856	-71.042946	3	2	2	2
500	10/28/12 9:00	42.343365	-71.057114	3	0	0	0
501	10/28/12 9:00	42.344254	-71.02861	15	-17	10	8
502	10/28/12 9:00	42.350315	-71.064461	41	-17	-11	-19
503	10/28/12 9:00	42.300732	-71.114105	19	2	0	2
504	10/28/12 9:00	42.366261	-71.062103	22	3	3	-8
505	10/28/12 9:00	42.366631	-71.016518	38	13	9	8
506	10/28/12 9:00	42.351818	-71.055138	38	3	-3	-6
507	10/28/12 9:00	42.360039	-71.056213	20	2	0	-8
508	10/28/12 9:00	42.358086	-71.127762	0	0	0	0
509	10/28/12 9:00	42.350483	-71.06559	40	-13	-8	-20
510	10/28/12 9:00	42.346043	-71.040916	12	9	8	8
511	10/28/12 9:00	42.351776	-71.040306	0	-1	0	-1
512	10/28/12 9:00	42.359219	-71.04924	21	0	2	-1
513	10/28/12 9:00	42.355457	-71.060493	23	-5	1	1
514	10/28/12 9:00	42.347263	-71.073502	8	3	4	1
515	10/28/12 9:00	42.357574	-71.056396	22	0	2	3
516	10/28/12 9:00	42.345394	-71.051659	3	3	2	2
517	10/28/12 9:00	42.329704	-71.083717	0	0	0	0
518	10/28/12 9:00	42.347534	-71.075111	30	2	7	-1
519	10/28/12 9:00	42.35154	-71.065109	41	-9	-6	-9
520	10/28/12 9:00	42.3592	-71.059608	42	-7	-3	7
521	10/28/12 9:00	42.354008	-71.062569	42	9	9	8
522	10/28/12 9:00	42.348522	-71.036064	1	1	1	0
523	10/28/12 9:00	42.350712	-71.064713	40	-16	-12	-24
524	10/28/12 9:00	42.351658	-71.049767	1	-1	-1	-4
525	10/28/12 9:00	42.349987	-71.066193	33	-15	-12	-14
526	10/28/12 9:00	42.359726	-71.053635	37	11	12	13
527	10/28/12 9:00	42.346439	-71.097244	14	-5	-1	-4
528	10/28/12 9:00	42.346577	-71.04493	64	7	-3	30
529	10/28/12 9:00	42.315872	-71.065567	0	0	0	0
530	10/28/12 9:00	42.347626	-71.084206	79	22	20	17
531	10/28/12 9:00	42.365353	-71.055511	4	0	0	0
532	10/28/12 9:00	42.342808	-71.08567	15	2	2	2
533	10/28/12 9:00	42.353764	-71.04525	0	0	0	-1
534	10/28/12 9:00	42.352856	-71.042946	0	0	0	-1
535	10/30/12 19:00	42.343365	-71.057114	6	3	0	0
536	10/30/12 19:00	42.344254	-71.02861	0	1	0	-2
537	10/30/12 19:00	42.350315	-71.064461	76	30	25	15
538	10/30/12 19:00	42.300732	-71.114105	32	7	4	-4
539	10/30/12 19:00	42.366261	-71.062103	17	2	-2	-5
540	10/30/12 19:00	42.366631	-71.016518	31	3	-3	-3
541	10/30/12 19:00	42.351818	-71.055138	80	10	11	-33
542	10/30/12 19:00	42.360039	-71.056213	117	26	27	16
543	10/30/12 19:00	42.358086	-71.127762	0	0	0	0
544	10/30/12 19:00	42.350483	-71.06559	67	23	16	11
545	10/30/12 19:00	42.346043	-71.040916	1	-6	-12	-5
546	10/30/12 19:00	42.351776	-71.040306	8	3	0	5
547	10/30/12 19:00	42.359219	-71.04924	22	11	8	0
548	10/30/12 19:00	42.355457	-71.060493	57	8	8	0
549	10/30/12 19:00	42.347263	-71.073502	13	-3	-3	-3
550	10/30/12 19:00	42.357574	-71.056396	153	48	50	35
551	10/30/12 19:00	42.345394	-71.051659	2	-1	0	-1
552	10/30/12 19:00	42.329704	-71.083717	0	0	0	0
553	10/30/12 19:00	42.347534	-71.075111	61	-3	1	-22
554	10/30/12 19:00	42.35154	-71.065109	83	27	23	11
555	10/30/12 19:00	42.3592	-71.059608	76	17	19	2
556	10/30/12 19:00	42.354008	-71.062569	75	4	5	-4
557	10/30/12 19:00	42.348522	-71.036064	5	-3	-3	-1
558	10/30/12 19:00	42.350712	-71.064713	84	35	33	26
559	10/30/12 19:00	42.351658	-71.049767	22	11	9	6
560	10/30/12 19:00	42.349987	-71.066193	62	23	20	12
561	10/30/12 19:00	42.359726	-71.053635	74	20	18	12
562	10/30/12 19:00	42.346439	-71.097244	26	-11	4	-3
563	10/30/12 19:00	42.346577	-71.04493	117	-5	25	37
564	10/30/12 19:00	42.315872	-71.065567	0	0	0	0
565	10/30/12 19:00	42.347626	-71.084206	163	16	13	17
566	10/30/12 19:00	42.365353	-71.055511	41	8	4	21
567	10/30/12 19:00	42.342808	-71.08567	13	-2	-3	-5
568	10/30/12 19:00	42.353764	-71.04525	3	-1	-1	-2
569	10/30/12 19:00	42.352856	-71.042946	6	0	1	-1
570	11/2/12 7:00	42.343365	-71.057114	3	-1	-2	-1
571	11/2/12 7:00	42.344254	-71.02861	0	0	-2	0
572	11/2/12 7:00	42.350315	-71.064461	45	2	-5	-11
573	11/2/12 7:00	42.300732	-71.114105	28	6	7	9
574	11/2/12 7:00	42.366261	-71.062103	59	-6	15	10
575	11/2/12 7:00	42.366631	-71.016518	49	10	2	21
576	11/2/12 7:00	42.351818	-71.055138	46	-1	-9	-7
577	11/2/12 7:00	42.360039	-71.056213	16	5	-3	-3
578	11/2/12 7:00	42.358086	-71.127762	0	0	0	0
579	11/2/12 7:00	42.350483	-71.06559	45	-2	-2	-7
580	11/2/12 7:00	42.346043	-71.040916	0	-2	-2	-3
581	11/2/12 7:00	42.351776	-71.040306	0	-1	0	0
582	11/2/12 7:00	42.359219	-71.04924	19	2	0	1
583	11/2/12 7:00	42.355457	-71.060493	15	-5	-3	-6
584	11/2/12 7:00	42.347263	-71.073502	4	-5	-3	-6
585	11/2/12 7:00	42.357574	-71.056396	21	-1	-1	-11
586	11/2/12 7:00	42.345394	-71.051659	2	-1	0	0
587	11/2/12 7:00	42.329704	-71.083717	0	0	0	0
588	11/2/12 7:00	42.347534	-71.075111	44	5	1	2
589	11/2/12 7:00	42.35154	-71.065109	47	5	1	-8
590	11/2/12 7:00	42.3592	-71.059608	37	-3	-1	1
591	11/2/12 7:00	42.354008	-71.062569	32	-2	-6	-10
592	11/2/12 7:00	42.348522	-71.036064	0	0	0	0
593	11/2/12 7:00	42.350712	-71.064713	53	11	2	-5
594	11/2/12 7:00	42.351658	-71.049767	6	2	1	1
595	11/2/12 7:00	42.349987	-71.066193	40	-1	-4	-4
596	11/2/12 7:00	42.359726	-71.053635	34	13	13	8
597	11/2/12 7:00	42.346439	-71.097244	22	-3	1	2
598	11/2/12 7:00	42.346577	-71.04493	13	8	-9	-9
599	11/2/12 7:00	42.315872	-71.065567	0	0	0	0
600	11/2/12 7:00	42.347626	-71.084206	67	5	3	1
601	11/2/12 7:00	42.365353	-71.055511	4	-1	-2	-2
602	11/2/12 7:00	42.342808	-71.08567	15	-3	0	1
603	11/2/12 7:00	42.353764	-71.04525	0	0	0	0
604	11/2/12 7:00	42.352856	-71.042946	0	0	0	0
605	11/4/12 20:00	42.343365	-71.057114	0	-2	-2	-3
606	11/4/12 20:00	42.344254	-71.02861	0	-1	0	0
607	11/4/12 20:00	42.350315	-71.064461	44	6	-23	0
608	11/4/12 20:00	42.300732	-71.114105	29	4	4	4
609	11/4/12 20:00	42.366261	-71.062103	21	6	6	3
610	11/4/12 20:00	42.366631	-71.016518	63	10	5	37
611	11/4/12 20:00	42.351818	-71.055138	114	2	3	28
612	11/4/12 20:00	42.360039	-71.056213	35	-6	2	-10
613	11/4/12 20:00	42.358086	-71.127762	0	0	0	0
614	11/4/12 20:00	42.350483	-71.06559	47	8	-16	6
615	11/4/12 20:00	42.346043	-71.040916	1	-1	0	-1
616	11/4/12 20:00	42.351776	-71.040306	1	-5	-2	-3
617	11/4/12 20:00	42.359219	-71.04924	8	0	1	-4
618	11/4/12 20:00	42.355457	-71.060493	18	-1	2	-2
619	11/4/12 20:00	42.347263	-71.073502	10	-4	-6	-6
620	11/4/12 20:00	42.357574	-71.056396	11	-4	-7	-7
621	11/4/12 20:00	42.345394	-71.051659	1	1	1	0
622	11/4/12 20:00	42.329704	-71.083717	0	0	0	0
623	11/4/12 20:00	42.347534	-71.075111	54	15	3	14
624	11/4/12 20:00	42.35154	-71.065109	67	2	-25	7
625	11/4/12 20:00	42.3592	-71.059608	30	5	8	6
626	11/4/12 20:00	42.354008	-71.062569	51	8	-4	5
627	11/4/12 20:00	42.348522	-71.036064	1	-4	-1	-4
628	11/4/12 20:00	42.350712	-71.064713	48	6	-20	2
629	11/4/12 20:00	42.351658	-71.049767	6	0	-4	-1
630	11/4/12 20:00	42.349987	-71.066193	43	10	3	5
631	11/4/12 20:00	42.359726	-71.053635	23	6	-1	-13
632	11/4/12 20:00	42.346439	-71.097244	18	-6	-10	-6
633	11/4/12 20:00	42.346577	-71.04493	10	-4	2	2
634	11/4/12 20:00	42.315872	-71.065567	0	0	0	0
635	11/4/12 20:00	42.347626	-71.084206	53	-8	-2	-11
636	11/4/12 20:00	42.365353	-71.055511	45	-2	11	18
637	11/4/12 20:00	42.342808	-71.08567	9	-3	-3	-1
638	11/4/12 20:00	42.353764	-71.04525	5	3	3	3
639	11/4/12 20:00	42.352856	-71.042946	3	-6	2	-3
640	11/9/12 0:00	42.349987	-71.066193	73	-9	6	-44
641	11/16/12 8:00	42.343365	-71.057114	5	1	1	0
642	11/16/12 8:00	42.344254	-71.02861	1	-2	0	0
643	11/16/12 8:00	42.350315	-71.064461	76	19	15	18
644	11/16/12 8:00	42.300732	-71.114105	24	8	1	2
645	11/16/12 8:00	42.366261	-71.062103	53	-8	0	1
646	11/16/12 8:00	42.366631	-71.016518	30	-7	-18	-8
647	11/16/12 8:00	42.351818	-71.055138	76	9	0	-1
648	11/16/12 8:00	42.360039	-71.056213	41	16	10	10
649	11/16/12 8:00	42.358086	-71.127762	0	0	0	0
650	11/16/12 8:00	42.350483	-71.06559	81	35	24	26
651	11/16/12 8:00	42.346043	-71.040916	5	0	-1	-2
652	11/16/12 8:00	42.351776	-71.040306	3	2	3	2
653	11/16/12 8:00	42.359219	-71.04924	23	2	-2	3
654	11/16/12 8:00	42.355457	-71.060493	38	16	13	5
655	11/16/12 8:00	42.347263	-71.073502	11	-1	-3	-1
656	11/16/12 8:00	42.357574	-71.056396	50	-5	1	-8
657	11/16/12 8:00	42.345394	-71.051659	5	2	2	2
658	11/16/12 8:00	42.329704	-71.083717	0	0	0	0
659	11/16/12 8:00	42.347534	-71.075111	74	26	21	14
660	11/16/12 8:00	42.35154	-71.065109	76	22	16	20
661	11/16/12 8:00	42.3592	-71.059608	50	-1	-6	-16
662	11/16/12 8:00	42.354008	-71.062569	70	21	18	20
663	11/16/12 8:00	42.348522	-71.036064	1	1	1	0
664	11/16/12 8:00	42.350712	-71.064713	75	13	13	16
665	11/16/12 8:00	42.351658	-71.049767	6	-2	-2	-2
666	11/16/12 8:00	42.349987	-71.066193	71	26	19	21
667	11/16/12 8:00	42.359726	-71.053635	26	-7	-10	-4
668	11/16/12 8:00	42.346439	-71.097244	27	5	0	8
669	11/16/12 8:00	42.346577	-71.04493	16	-8	-9	-25
670	11/16/12 8:00	42.315872	-71.065567	0	0	0	0
671	11/16/12 8:00	42.347626	-71.084206	64	-2	-11	-16
672	11/16/12 8:00	42.365353	-71.055511	5	-1	1	1
673	11/16/12 8:00	42.342808	-71.08567	23	9	6	8
674	11/16/12 8:00	42.353764	-71.04525	0	0	-1	-1
675	11/16/12 8:00	42.352856	-71.042946	1	0	1	-1
676	11/26/12 16:00	42.343365	-71.057114	4	-1	-1	1
677	11/26/12 16:00	42.344254	-71.02861	0	0	-1	-1
678	11/26/12 16:00	42.350315	-71.064461	37	6	2	-1
679	11/26/12 16:00	42.300732	-71.114105	37	23	16	16
680	11/26/12 16:00	42.366261	-71.062103	22	4	4	-2
681	11/26/12 16:00	42.366631	-71.016518	69	15	13	15
682	11/26/12 16:00	42.351818	-71.055138	159	35	23	27
683	11/26/12 16:00	42.360039	-71.056213	58	-2	-3	2
684	11/26/12 16:00	42.358086	-71.127762	0	0	0	0
685	11/26/12 16:00	42.350483	-71.06559	39	6	6	3
686	11/26/12 16:00	42.346043	-71.040916	4	2	2	2
687	11/26/12 16:00	42.351776	-71.040306	1	0	0	-1
688	11/26/12 16:00	42.359219	-71.04924	6	-5	-4	-6
689	11/26/12 16:00	42.355457	-71.060493	22	-6	-4	-10
690	11/26/12 16:00	42.347263	-71.073502	7	1	-1	-1
691	11/26/12 16:00	42.357574	-71.056396	95	8	8	-1
692	11/26/12 16:00	42.345394	-71.051659	5	1	3	2
693	11/26/12 16:00	42.329704	-71.083717	0	0	0	0
694	11/26/12 16:00	42.347534	-71.075111	64	18	7	2
695	11/26/12 16:00	42.35154	-71.065109	39	12	-4	-8
696	11/26/12 16:00	42.3592	-71.059608	53	7	1	3
697	11/26/12 16:00	42.354008	-71.062569	41	5	-3	-3
698	11/26/12 16:00	42.348522	-71.036064	2	1	2	1
699	11/26/12 16:00	42.350712	-71.064713	40	8	4	-2
700	11/26/12 16:00	42.351658	-71.049767	10	-1	-3	2
701	11/26/12 16:00	42.349987	-71.066193	26	2	0	-2
702	11/26/12 16:00	42.359726	-71.053635	41	3	1	9
703	11/26/12 16:00	42.346439	-71.097244	16	3	5	3
704	11/26/12 16:00	42.346577	-71.04493	7	-6	-5	-11
705	11/26/12 16:00	42.315872	-71.065567	0	0	0	0
706	11/26/12 16:00	42.347626	-71.084206	99	17	2	21
707	11/26/12 16:00	42.365353	-71.055511	3	0	-3	0
708	11/26/12 16:00	42.342808	-71.08567	6	-1	-4	-6
709	11/26/12 16:00	42.353764	-71.04525	7	5	4	5
710	11/26/12 16:00	42.352856	-71.042946	2	0	-1	1
711	11/30/12 7:00	42.343365	-71.057114	5	1	0	1
712	11/30/12 7:00	42.344254	-71.02861	0	0	0	0
713	11/30/12 7:00	42.350315	-71.064461	67	10	-2	7
714	11/30/12 7:00	42.300732	-71.114105	23	6	4	4
715	11/30/12 7:00	42.366261	-71.062103	58	19	4	0
716	11/30/12 7:00	42.366631	-71.016518	22	-4	-6	-9
717	11/30/12 7:00	42.351818	-71.055138	51	-3	-4	-7
718	11/30/12 7:00	42.360039	-71.056213	24	2	3	2
719	11/30/12 7:00	42.358086	-71.127762	0	0	0	0
720	11/30/12 7:00	42.350483	-71.06559	62	-5	-4	6
721	11/30/12 7:00	42.346043	-71.040916	6	3	2	-1
722	11/30/12 7:00	42.351776	-71.040306	1	0	0	0
723	11/30/12 7:00	42.359219	-71.04924	16	-4	-6	-6
724	11/30/12 7:00	42.355457	-71.060493	30	12	7	5
725	11/30/12 7:00	42.347263	-71.073502	9	-4	-1	-3
726	11/30/12 7:00	42.357574	-71.056396	31	-9	-5	-11
727	11/30/12 7:00	42.345394	-71.051659	3	0	0	1
728	11/30/12 7:00	42.329704	-71.083717	0	0	0	0
729	11/30/12 7:00	42.347534	-71.075111	41	-14	0	-13
730	11/30/12 7:00	42.35154	-71.065109	58	2	-2	8
731	11/30/12 7:00	42.3592	-71.059608	44	3	-3	-7
732	11/30/12 7:00	42.354008	-71.062569	48	14	8	6
733	11/30/12 7:00	42.348522	-71.036064	0	0	0	0
734	11/30/12 7:00	42.350712	-71.064713	61	3	-7	3
735	11/30/12 7:00	42.351658	-71.049767	4	-1	-1	-3
736	11/30/12 7:00	42.349987	-71.066193	57	-5	-1	3
737	11/30/12 7:00	42.359726	-71.053635	34	5	8	9
738	11/30/12 7:00	42.346439	-71.097244	27	9	8	8
739	11/30/12 7:00	42.346577	-71.04493	19	-6	-17	-9
740	11/30/12 7:00	42.315872	-71.065567	0	0	0	0
741	11/30/12 7:00	42.347626	-71.084206	77	10	10	8
742	11/30/12 7:00	42.365353	-71.055511	6	3	3	2
743	11/30/12 7:00	42.342808	-71.08567	15	2	1	1
744	11/30/12 7:00	42.353764	-71.04525	1	1	1	0
745	11/30/12 7:00	42.352856	-71.042946	0	0	0	0
							
					3.365951743	2.403485255	1.337801609
					0	0	0
